,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book 
1573,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,eng,336.0,2841,224,4/1/1995,Plume Books,1995,20th,small
1574,The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,ger,1227.0,256,16,9/1/2003,Bastei Lübbe,2003,21th,big
1575,'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,eng,594.0,84123,571,11/1/2005,Doubleday,2005,21th,big
1576,'Salem's Lot,Stephen King/Ron McLarty,4.02,eng,17.0,227,54,1/19/2004,Simon & Schuster Audio,2004,21th,small
1577,'Salem's Lot,Stephen King,4.02,eng,405.0,1039,130,10/17/1975,Doubleday,1975,20th,big
1578,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,eng,1096.0,13137,61,7/2/2002,Wings,2002,21th,big
1579,'Salem's Lot,Stephen King,4.02,eng,427.0,178,35,11/13/1979,Signet,1979,20th,big
1580,'Salem's Lot,Stephen King,4.02,eng,586.0,25,6,10/6/2010,Hodder & Stoughton Ltd,2010,21th,big
1581,Orientalism,Edward W. Said,4.08,eng,396.0,873,77,8/28/2003,Penguin Classics,2003,21th,small
1582,Interpreter of Maladies,Jhumpa Lahiri,4.15,eng,198.0,131876,8009,5/22/2000,Houghton Mifflin Harcourt,2000,21th,small
1583,The Faiths of the Founding Fathers,David L. Holmes,3.89,eng,225.0,461,66,3/1/2006,Oxford University Press  USA,2006,21th,small
1584,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,eng,338.0,61435,1290,6/13/2006,Ember,2006,21th,small
1585,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,eng,384.0,62199,1613,1/9/2007,Delacorte Books,2007,21th,small
1586,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,eng,86.0,111,8,4/27/2004,Random House Books for Young Readers,2004,21th,small
1587,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,eng,339.0,9910,748,5/6/2003,Plume,2003,21th,small
1588,Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,eng,400.0,146659,1625,6/1/2003,Houghton Mifflin Harcourt,2003,21th,small
1589,1984,George Orwell/Erich Fromm,4.18,eng,268.0,1322,121,7/1/1981,Signet Classics,1981,20th,small
1590,Nineteen Eighty-Four,George Orwell,4.18,eng,387.0,215,17,7/1/2005,1st World Library,2005,21th,small
1591,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340.0,129179,1047,7/5/2005,Harper Perennial Modern Classics,2005,21th,small
1592,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340.0,421,53,6/1/2004,HarperCollins,2004,21th,small
1593,Brave New World Revisited,Aldous Huxley,3.95,eng,123.0,12989,740,9/5/2006,Harper Perennial Modern Classics,2006,21th,small
1594,Brave New World,Aldous Huxley,3.99,eng,259.0,13353,1286,10/17/2006,HarperCollins,2006,21th,small
1595,Andrew Carnegie,David Nasaw,3.99,eng,896.0,2580,205,10/24/2006,Penguin Press HC  The,2006,21th,big
1596,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,eng,1313.0,3347,245,10/16/2001,Everyman's Library,2001,21th,big
1597,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.10,eng,464.0,1192,131,10/18/1996,Anchor,1996,20th,big
1598,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,eng,168.0,1282,139,4/4/2000,Anchor,2000,21th,small
1599,Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,eng,167.0,411,38,1/1/1994,Anchor Books,1994,20th,small
1600,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,eng,286.0,4815,446,12/1/1991,Anchor Books,1991,20th,small
1601,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,eng,416.0,590,61,9/17/1997,Anchor Books,1997,20th,big
1602,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,eng,112.0,809,93,6/6/2000,Anchor,2000,21th,small
1603,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,eng,113.0,24181,242,5/1/1995,Puffin Books,1995,20th,small
1604,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,eng,252.0,55487,669,4/15/1988,Touchstone Books,1988,20th,small
1605,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,eng,70.0,1320,61,10/1/1998,Dramatists Play Service,1998,20th,small
1606,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,eng,64.0,152,23,12/8/1999,HarperCollins,1999,20th,small
1607,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.90,eng,80.0,10,2,8/15/1992,Cliffs Notes,1992,20th,small
1609,All the King's Men,Robert Penn Warren,4.09,eng,439.0,47324,1720,9/1/1996,Harcourt Brace,1996,20th,big
1610,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,eng,80.0,3,1,1/13/1964,Cliffs Notes,1964,20th,small
1612,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,eng,364.0,256,13,10/17/2003,Rodale Books,2003,21th,small
1613,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,eng,391.0,106526,3685,4/12/1997,W. W. Norton & Company,1997,20th,small
1614,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.60,eng,3.0,78,7,1/1/1989,Addison Wesley Publishing Company,1989,20th,small
1615,What Do You Care What Other People Think?,Richard P. Feynman,4.27,eng,256.0,15700,556,1/11/2001,W.W. Norton & Company,2001,21th,small
1616,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,eng,512.0,1874,93,4/5/2005,Basic Books,2005,21th,big
1617,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,eng,158.0,13463,320,10/21/1988,Princeton University Press,1988,20th,small
1618,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.40,fre,182.0,19,1,10/1/2005,French & European Publications,2005,21th,small
1619,iWoz,Steve Wozniak/Gina Smith,3.87,eng,313.0,3536,375,9/17/2006,W. W. Norton  Company,2006,21th,small
1620,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,eng,193.0,9017,820,4/22/2002,North Point Press,2002,21th,small
1621,Cradle and All,James Patterson,3.86,eng,384.0,27869,869,2/1/2001,Vision,2001,21th,small
1622,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,eng,675.0,1792,43,4/6/1998,Omohundro Institute and University of North Carolina Press,1998,20th,big
1623,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,eng,832.0,1510,216,1/16/2007,W. W. Norton  Company,2007,21th,big
1624,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,eng,276.0,57,2,3/25/1976,Cambridge University Press,1976,20th,small
1625,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,eng,188.0,114,5,3/12/1981,Cambridge University Press,1981,20th,small
1626,Ethics and the Limits of Philosophy,Bernard Williams,4.06,eng,230.0,556,20,3/15/1986,Harvard University Press,1986,20th,small
1627,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.20,eng,232.0,10,1,7/1/1999,Routledge,1999,20th,small
1628,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,eng,1136.0,286,21,4/17/2003,W. W. Norton  Company,2003,21th,big
1629,The Elephant War,Gillian Avery,3.67,eng,256.0,19,3,10/1/2000,Jane Nissen Books,2000,21th,small
1630,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,eng,197.0,147748,3490,10/27/2005,Penguin Books,2005,21th,small
1631,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,eng,379.0,22,4,9/27/1994,Everyman's Library,1994,20th,small
1632,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,eng,368.0,8,3,5/1/1995,Everyman Paperback Classics,1995,20th,small
1633,Ideas Have Consequences,Richard M. Weaver,4.16,eng,198.0,970,105,9/28/1984,University Of Chicago Press,1984,20th,small
1634,The Ethics of Rhetoric,Richard M. Weaver,4.14,eng,240.0,65,9,11/3/1995,Routledge,1995,20th,small
1635,Manliness,Harvey Mansfield,3.39,eng,304.0,177,31,3/11/2006,Yale University Press,2006,21th,small
1636,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,eng,838.0,2415,397,12/1/2001,Penguin Books,2001,21th,big
1637,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,eng,796.0,443,55,1/16/1992,Vintage Classics,1992,20th,big
1638,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,eng,467.0,27027,466,10/31/2000,Modern Library,2000,21th,big
1639,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,eng,192.0,62,9,10/1/2002,Orbis Books,2002,21th,small
1640,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,eng,230.0,127,24,8/31/1995,Penguin Classics,1995,20th,small
1641,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,eng,548.0,10580,118,8/18/2005,Vintage Classics,2005,21th,big
1642,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,eng,344.0,2486,99,1/16/2007,Vintage Classics,2007,21th,small
1643,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,eng,647.0,3568,159,12/7/2004,Vintage,2004,21th,big
1645,If I Die In A Combat Zone,Tim O'Brien,3.95,eng,208.0,53,4,4/24/1995,Flamingo,1995,20th,small
1646,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,eng,912.0,40815,908,9/1/1999,Berkley Books,1999,20th,big
1647,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.80,eng,388.0,186,22,12/1/1993,Anchor,1993,20th,small
1648,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,eng,400.0,2593,252,11/1/1993,Plume,1993,20th,small
1649,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,eng,208.0,86,4,6/1/2000,University of Washington Press,2000,21th,small
1650,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,eng,424.0,7072,453,2/3/2004,Delta,2004,21th,big
1651,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,eng,64.0,237,45,10/12/2005,Simon  Schuster,2005,21th,small
1652,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,eng,496.0,2095,188,11/29/2005,Bantam Books,2005,21th,big
1653,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,eng,528.0,18793,721,8/26/2003,Penguin Books,2003,21th,big
1654,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,eng,448.0,15441,693,11/7/2000,Harper Perennial Modern Classics,2000,21th,big
1655,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,eng,432.0,50,1,8/28/1991,Bradford Book,1991,20th,big
1657,BSD Hacks,Lavigne,3.80,eng,450.0,42,5,5/31/2004,O'Reilly Media,2004,21th,big
1658,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,eng,471.0,27,2,6/1/1989,Addison Wesley Publishing Company,1989,20th,big
1659,Choke,Stuart Woods,3.84,eng,352.0,2288,96,9/12/1996,HarperTorch,1996,20th,small
1661,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,eng,210.0,20259,460,7/27/2004,Penguin Classics,2004,21th,small
1662,El Aleph,Jorge Luis Borges,4.38,spa,253.0,146,9,9/1/2007,Planeta Publishing,2007,21th,small
1663,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,eng,867.0,102877,2286,1/30/2003,Penguin Books,2003,21th,big
1664,Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,eng,696.0,553,97,11/1/2003,Barnes  Noble Classics,2003,21th,big
1665,Vanity Fair,William Makepeace Thackeray,3.79,eng,672.0,296,34,10/3/1998,Penguin Books,1998,20th,big
1666,V for Vendetta,Alan Moore/David   Lloyd,4.25,eng,296.0,234954,4058,11/1/2005,Vertigo,2005,21th,small
1667,V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,fre,640.0,15174,561,1/2/2001,Contemporary French Fiction,2001,21th,big
1668,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,eng,400.0,5,1,3/7/2006,Pocket Books,2006,21th,small
1669,V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,eng,358.0,2980,118,3/1/2006,Pocket Star Books,2006,21th,small
1671,Slow Learner: Early Stories,Thomas Pynchon,3.50,eng,208.0,3169,161,2/16/1995,Vintage Classics,1995,20th,small
1672,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,eng,424.0,152,26,11/1/2006,University of Georgia Press,2006,21th,big
1673,Casino Royale,Ian Fleming,3.73,eng,181.0,371,43,6/3/2004,Penguin Books  Limited (UK),2004,21th,small
1674,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.70,eng,96.0,110,10,6/1/2005,Titan Books,2005,21th,small
1675,Bel Canto,Ann Patchett,3.93,eng,352.0,218195,13012,8/2/2005,Harper Perennial,2005,21th,small
1676,Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.20,eng,608.0,50,1,6/20/2003,Bloomsbury Academic,2003,21th,big
1677,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,eng,66.0,127,13,9/9/2002,Abraham Guillen Press,2002,21th,small
1678,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,eng,264.0,37,7,2/1/2006,Apress,2006,21th,small
1679,A Bend in the River,V.S. Naipaul,3.77,eng,326.0,13147,690,5/10/2002,Picador USA,2002,21th,small
1680,The Middle Passage,V.S. Naipaul,3.61,eng,256.0,461,35,1/8/2002,Vintage,2002,21th,small
1681,Magic Seeds,V.S. Naipaul,3.13,eng,280.0,715,104,11/8/2005,Vintage,2005,21th,small
1682,Half a Life,V.S. Naipaul,3.25,eng,224.0,3078,301,4/23/2009,Vintage International,2009,21th,small
1683,North of South: An African Journey,Shiva Naipaul,3.89,eng,352.0,279,33,9/26/1996,Penguin Classics,1996,20th,small
1685,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.30,eng,670.0,163,16,4/15/2000,University of Oklahoma Press,2000,21th,big
1686,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,eng,543.0,54,2,5/2/2006,DAW Hardcover,2006,21th,big
1687,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,eng,592.0,1588,95,1/1/1996,Viking Books,1996,20th,big
1688,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,eng,506.0,664,103,11/1/1997,Black Swan,1997,20th,big
1689,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,eng,144.0,548,14,12/1/2006,Disney Press,2006,21th,small
1691,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,eng,119.0,730,20,8/1/2006,Disney Press,2006,21th,small
1692,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,eng,123.0,859,27,6/1/2006,Disney Press,2006,21th,small
1693,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,eng,135.0,1414,82,6/1/2006,Disney Press,2006,21th,small
1694,The Woman in White,Wilkie Collins/Matthew Sweet,4.00,eng,672.0,108060,5168,2/27/2003,Penguin Classics,2003,21th,big
1695,The Woman in White,Wilkie Collins,4.00,eng,504.0,136,28,4/15/2005,Dover Publications,2005,21th,big
1696,The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,4.00,eng,696.0,122,15,4/20/2006,Broadview Press Inc,2006,21th,big
1697,The Woman in White,Wilkie Collins/Camille Cauti,4.00,eng,635.0,624,136,4/25/2005,Barnes  Noble Classics,2005,21th,big
1698,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.50,eng,1200.0,682,43,9/16/2002,Not Avail,2002,21th,big
1699,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.60,eng,624.0,146,16,10/17/2004,W. W. Norton  Company,2004,21th,big
1701,The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4.27,eng,411.0,121,16,4/7/2003,HarperCollins,2003,21th,big
1702,Poems From The Hobbit,J.R.R. Tolkien,4.30,eng,57.0,169,5,12/13/1999,Houghton Mifflin Harcourt,1999,20th,small
1703,The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,eng,481.0,276,43,9/1/2003,Large Print Press,2003,21th,big
1704,The Hobbit,J.R.R. Tolkien,4.27,eng,277.0,3213,329,9/17/2007,HarperCollins,2007,21th,small
1705,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,eng,64.0,44,10,6/19/2013,Dover Publications,2013,21th,small
1706,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,eng,200.0,5149,210,4/1/2004,City Lights Publishers,2004,21th,small
1707,Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,4.30,eng,70.0,37942,1105,12/26/2006,Penguin Classics,2006,21th,small
1708,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.30,eng,160.0,1120,54,1/22/2002,Plaza y Janes,2002,21th,small
1709,Love,Pablo Neruda,4.46,eng,43.0,1333,68,6/16/1995,Miramax Books,1995,20th,small
1710,Anil's Ghost,Michael Ondaatje,3.57,eng,311.0,13022,1013,4/24/2001,Vintage,2001,21th,small
1711,Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,eng,320.0,177,28,1/17/2002,St. Martin's Griffin,2002,21th,small
1712,Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,4.20,eng,288.0,175,9,6/1/1993,Peter Owen Ltd,1993,20th,small
1713,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,3.65,eng,46.0,71,8,11/1/1995,Maxima New Media,1995,20th,small
1714,A Sparrow Falls (Courtney #3),Wilbur Smith,4.19,eng,640.0,5019,91,1/2/2007,St. Martin's Paperbacks,2007,21th,big
1715,Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.33,eng,304.0,228,44,4/13/2004,Anchor,2004,21th,small
1717,The Fall of a Sparrow,Robert Hellenga,3.69,eng,464.0,824,89,7/6/1999,Scribner,1999,20th,big
1718,The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,eng,251.0,78,9,8/1/2006,Bethany House Publishers,2006,21th,small
1719,Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,3.69,eng,160.0,205,25,12/30/2002,Puffin Books,2002,21th,small
1720,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,eng,160.0,710,146,6/1/2005,Margaret K. McElderry Books,2005,21th,small
1721,An Episode of Sparrows,Rumer Godden,4.21,eng,247.0,900,126,10/31/2004,The New York Review Children's Collection,2004,21th,small
1722,Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,eng,256.0,389,28,4/26/1973,Penguin Classics,1973,20th,small
1730,Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,4.30,eng,184.0,169,21,10/8/1990,Oberlin College Press,1990,20th,small
1732,Juniper,Monica Furlong,4.16,eng,198.0,112,7,2/24/2004,Random House Children's Books,2004,21th,small
1733,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,3.20,eng,194.0,30,3,10/1/1998,North Star Publications (MA),1998,20th,small
1734,The Road Back,Erich Maria Remarque,4.32,eng,352.0,3146,99,12/1/2001,Simon Publications,2001,21th,small
1735,Robinson Crusoe,Daniel Defoe/L.J. Swingle,3.67,eng,312.0,350,49,4/1/2003,Barnes & Noble Classics,2003,21th,small
1736,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,eng,272.0,1130,110,10/1/1995,Scribner,1995,20th,small
1737,The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,4.20,eng,272.0,167,7,9/15/2003,University of Chicago Press,2003,21th,small
1739,A Short History of Byzantium,John Julius Norwich,4.09,eng,496.0,1772,142,12/29/1998,Vintage,1998,20th,big
1740,The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,eng,588.0,662,53,10/31/2006,Chatto & Windus,2006,21th,big
1741,A History of Venice,John Julius Norwich,4.20,eng,673.0,1422,93,6/18/1989,Vintage,1989,20th,big
1742,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.34,eng,816.0,268,16,9/1/2004,Penguin Global,2004,21th,big
1743,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,eng,129.0,888,60,7/18/2006,Modern Library,2006,21th,small
1744,Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,4.02,eng,132.0,1104,114,12/31/2002,Penguin Books,2002,21th,small
1745,Siddhartha,Hermann Hesse,4.02,fre,160.0,590,29,10/31/1975,Le Livre de Poche,1975,20th,small
1746,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,eng,528.0,59709,2819,9/11/2001,Modern Library,2001,21th,big
1747,The Moonstone,Wilkie Collins,3.91,eng,464.0,349,44,10/24/1998,Penguin Books,1998,20th,big
1748,The Moonstone,Wilkie Collins/P.D. James,3.91,eng,576.0,74,6,6/10/1999,Oxford University Press  USA,1999,20th,big
1751,Cry  the Beloved Country,Alan Paton,3.90,eng,316.0,54558,2937,11/25/2003,Scribner,2003,21th,small
1752,Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,eng,160.0,7551,498,10/1/2002,Crossroad,2002,21th,small
1754,Israel  My Beloved,Kay Arthur,4.16,eng,448.0,681,83,3/15/2001,Harvest House Publishers,2001,21th,big
1755,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.10,eng,156.0,137,18,4/10/2003,Vision Forum,2003,21th,small
1756,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,3.95,eng,272.0,18,2,6/30/1997,TarcherPerigee,1997,20th,small
1757,Reservation Blues,Sherman Alexie,3.98,eng,306.0,11163,772,2/7/2005,Grove Press,2005,21th,small
1758,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.44,eng,1040.0,4589,252,9/28/1999,Everyman's Library,1999,20th,big
1759,Music & Silence,Rose Tremain,3.95,eng,485.0,2923,214,5/1/2001,Washington Square Press,2001,21th,big
1760,The Periodic Table,Primo Levi,4.21,eng,194.0,101,10,1/1/2009,Penguin Group(CA),2009,21th,small
1761,Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,4.32,eng,187.0,29099,900,9/1/1995,Simon  Schuster,1995,20th,small
1762,The Reawakening,Primo Levi/Stuart J. Woolf,4.29,eng,230.0,1269,67,12/1/1995,Touchstone,1995,20th,small
1763,The Drowned and the Saved,Primo Levi,4.40,eng,170.0,3542,169,2/1/1989,Abacus,1989,20th,small
1764,The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,3.92,eng,192.0,601,34,7/1/1995,Penguin,1995,20th,small
1765,Primo Levi: A Life,Ian Thomson,4.11,eng,640.0,104,5,12/1/2004,Picador,2004,21th,big
1766,Wuthering Heights,Emily Brontë,3.85,eng,279.0,2155,182,1/13/2007,Penguin Books,2007,21th,small
1767,Disgrace,J.M. Coetzee,3.84,eng,220.0,61545,3916,8/30/2005,Penguin Books,2005,21th,small
1768,Waiting for the Barbarians,J.M. Coetzee,3.94,eng,152.0,18097,1029,10/1/1999,Penguin Books,1999,20th,small
1769,The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,3.69,eng,136.0,1930,139,5/6/2001,Princeton University Press,2001,21th,small
1770,Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,eng,166.0,3162,183,9/1/1998,Penguin Books,1998,20th,small
1771,Youth,J.M. Coetzee,3.79,eng,176.0,4931,261,10/7/2003,Penguin Books,2003,21th,small
1772,Age of Iron,J.M. Coetzee,3.84,eng,198.0,2976,207,9/1/1998,Penguin Books,1998,20th,small
1773,The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.15,eng,402.0,2116,164,11/1/1999,Penguin Classics,1999,20th,big
1774,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,4.28,eng,1144.0,7210,926,9/27/2005,Penguin Books,2005,21th,big
1775,The Axe (The Master of Hestviken  #1),Sigrid Undset/Arthur G. Chater,4.21,eng,304.0,496,51,11/29/1994,Vintage,1994,20th,small
1776,The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.29,eng,366.0,1803,146,4/1/2000,Penguin Classics,2000,21th,small
1777,The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,4.02,eng,305.0,3831,473,12/1/1997,Penguin Classics,1997,20th,small
1778,The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,eng,384.0,167,30,5/12/1987,Vintage,1987,20th,small
1779,Jenny,Sigrid Undset/Tiina Nunnally,3.79,eng,330.0,549,42,6/1/1998,Steerforth,1998,20th,small
1780,The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,4.19,eng,406.0,48,9,12/31/2001,Steerforth Press,2001,21th,big
1781,Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,4.18,eng,161.0,848,79,4/1/1998,Penguin Classics,1998,20th,small
1782,The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,4.23,eng,240.0,349,18,11/29/1994,Vintage,1994,20th,small
1783,The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.40,eng,288.0,275,19,6/24/1995,Vintage,1995,20th,small
